Date/Time,908 [°F],908 [fpm],
1/7/26 9:57:49 AM,71.5,313,
1/7/26 9:57:50 AM,71.5,313,
1/7/26 9:57:51 AM,71.5,314,
1/7/26 9:57:52 AM,71.5,317,
1/7/26 9:57:53 AM,71.5,317,
1/7/26 9:57:54 AM,71.5,315,
1/7/26 9:57:55 AM,71.5,320,
1/7/26 9:57:56 AM,71.5,321,
1/7/26 9:57:57 AM,71.5,329,
1/7/26 9:57:58 AM,71.5,342,
1/7/26 9:57:59 AM,71.5,344,
1/7/26 9:58:00 AM,71.5,348,
1/7/26 9:58:01 AM,71.6,354,
1/7/26 9:58:02 AM,71.6,357,
1/7/26 9:58:03 AM,71.6,359,
1/7/26 9:58:04 AM,71.6,364,
1/7/26 9:58:05 AM,71.7,365,
1/7/26 9:58:06 AM,71.7,369,
1/7/26 9:58:07 AM,71.7,369,
1/7/26 9:58:08 AM,71.7,367,
1/7/26 9:58:09 AM,71.8,368,
1/7/26 9:58:10 AM,71.8,367,
1/7/26 9:58:11 AM,71.8,369,
1/7/26 9:58:12 AM,71.8,366,
1/7/26 9:58:13 AM,71.8,367,
1/7/26 9:58:14 AM,71.8,373,
1/7/26 9:58:15 AM,71.8,373,
1/7/26 9:58:16 AM,71.9,373,
1/7/26 9:58:17 AM,71.9,369,
1/7/26 9:58:18 AM,71.9,365,
1/7/26 9:58:19 AM,71.9,368,
1/7/26 9:58:20 AM,71.9,370,
1/7/26 9:58:21 AM,71.9,370,
1/7/26 9:58:22 AM,71.9,371,
1/7/26 9:58:23 AM,71.9,368,
1/7/26 9:58:24 AM,72.0,370,
1/7/26 9:58:25 AM,72.0,369,
1/7/26 9:58:26 AM,72.0,372,
1/7/26 9:58:27 AM,72.0,371,
1/7/26 9:58:28 AM,72.0,369,
1/7/26 9:58:29 AM,72.0,366,
1/7/26 9:58:30 AM,72.0,368,
1/7/26 9:58:31 AM,72.0,366,
1/7/26 9:58:32 AM,72.0,368,
1/7/26 9:58:33 AM,72.0,370,
1/7/26 9:58:34 AM,72.0,368,
1/7/26 9:58:35 AM,72.0,368,
1/7/26 9:58:36 AM,72.1,369,
1/7/26 9:58:37 AM,72.1,370,
1/7/26 9:58:38 AM,72.1,368,
1/7/26 9:58:39 AM,72.1,365,
1/7/26 9:58:40 AM,72.1,368,
1/7/26 9:58:41 AM,72.1,370,
1/7/26 9:58:42 AM,72.1,371,
1/7/26 9:58:43 AM,72.1,372,
1/7/26 9:58:44 AM,72.1,375,
1/7/26 9:58:45 AM,72.1,372,
1/7/26 9:58:46 AM,72.1,370,
1/7/26 9:58:47 AM,72.1,377,
1/7/26 9:58:48 AM,72.1,377,
1/7/26 9:58:49 AM,72.1,378,
Overall Average,71.8,360,
Minimum Total,71.5,313,
Maximum Total,72.1,378,

< General Information >
App Version,Name of Measurement Program,Date of Measurement,Comments,
30.2.7.92410,Basic View,1/7/26 9:58:57 AM,5.5 Volt exit tube length 0,455m,

< Company >
City,Country,Customer Number,E-mail address,Name,Name of Technician,Phone,Street,Fax,Website Address,
,,,,,,,,,,

< Customer >
City,Country,Customer Number,E-mail address,Name,Name of Technician,Phone,Street,
,,,,,,,,

< Instruments >
Name,Serial Number,Firmware Version,Measurement Parameters,
testo 410i,49034908,1.101.1,Temperature,
testo 410i,49034908,1.101.1,Flow Velocity,

< Measuring Site >
Name,System Number,System Type,System Manufacturer,System Serial Number,Date of Manufacture,Notes,
,,,,,,,

< Measurement Parameters >
Measuring mode,Measuring Cycle,Start Time,End,Duration,
Continuous,1 Sec,1/7/26 9:57:49 AM,1/7/26 9:58:49 AM,1 Min. 0 Sec,

< Graphic sections >
Name

< Images >
Name

